id;subtitle;title;date;categories;tags;person;post_type;slug
;;Im Kanzleramt greift die alljährliche Frühjahrsdummheit um sich. Mitarbeiter müssen ambulant behandelt werden.;;Berlin.Politik;Kanzleramt;;news;
;;Verteidigungsministerin Von der Leier teilt mit dass noch 12 einsatzbereiter Kampfpanzer bereitstünden und die Bundeswehr auf einem guten Weg sei.;;Deutschland.Politik;Militär.Bundeswehr;;news;
;;Bundestag: Sperma-Spuren am Rednerpult nachgewiesen. Abgeordnete schieben sich gegenseitig schwarzen Peter zu.;;Berlin.Politik;Bundestag.Sex;;news;
;;Berlin: Drogendealer auf dem Weg ins Kanzleramt abgefangen. Beschuldigter gibt sich als Arzt aus und wird durchgelassen.;;Berlin.Politik;Drogen.Kanzleramt;;news;
;;USA: 3-jaehrige verhaftet weil sie sich zufällig in den Hauptrechner des FBI gehackt hatte.;;Ausland.Politik;Polizei;;news;
;;Japan: Mann schneidet sich beim Schwerter-Schmieden alle 11 Finger ab.;;Ausland.Unterhaltung.Gesellschaft;;;news;
;;Bundeswehr testet neue Stinkbombe mit Fäkalabfällen. Russland stuft diese Waffe als Biologische Bedrohung ein.;;Deutschland.Politik;Militär.Bundeswehr;;news;
;;Frankreich: Kosmetikkette ruft Parfum zurück in dem versehentlich Fäkal-Partikel verarbeitet wurden.;;Ausland.Wirtschaft;Eklig;;news;
;;China: Firma bringt Parfum mit Durian-Geruch auf den Markt.;;Ausland.Wirtschaft;Eklig;;news;
;;Amsterdam: Drogenschmuggler mit 47 Kilo Kokain im Hintern aus Kolumbien erwischt;;Ausland;Drogen;;news;
;;Hollywood: Regisseur James Gammelhuhn züchtet 16 Meter langen Riesenkalmar für neuen Film;;Ausland.Unterhaltung.Promis;Film;;news;
;;B-Promi Conchita Wurst lässt sich Riesenbratwurst als Penisverlängerung implantieren aus der Senf rauskommt;;Unterhaltung.Promis;Sexismus;Conchita Wurst;news;
;;Tech-Gigant Gockl baut riesigen Spannbogen aus Spinnenfasern um Raumschiffe ins All zu schießen.;;Digital.Wirtschaft;Raumfahrt.Technik;;news;
;;Ukraine: Rentnerin wird nach 3 Jahren aus defektem Fahrstuhl befreit und fühlt sich 12 Jahre jünger.;;Ausland.Digital;Rentner;;news;
;;Wall Street: Banker wird von 2-jährigem ausgeraubt und erstattet Anzeige gegen Kindergarten;;Ausland.Unterhaltung;Schule;;news;
;;Simbabwe: Elefant trampelt Safari-Bus nieder;;Ausland.Unterhaltung.Gesellschaft;Tourismus;;news;
;;Donald Trumps Enkeltochter gibt ihrem Neugeborenen Sohn den Namen: Barak Trump;;Ausland.Unterhaltung.Promis;;Donald Trump;news;
;;Hillary Clicktown verkleidet sich als Playmate und bewirbt sich als Sekretärin Im Weißen Haus;;Ausland.Politik;;Hillary Clinton;news;
;;Donald Dump schlägt beim Golf seinem Nebenmann die Eier ab und landet einen Birdy. Der Mann ist nun Eunuch;;Ausland.Unterhaltung.Promis;;Donald Trump;news;
;;China: Staatschef Shi XingXing lässt seinen Angestellten die Pimmel abschneiden weil er Eifersüchtig auf seine Frau ist;;Ausland.Unterhaltung.Promis;Sexismus;;news;
;;Zürich: Forscherteam entdeckt neue Fressfalle für Menschen - Melonen;;;;;news;
;;Panne: Autogigant Tomata vergisst in seinem neusten Modell den Rückwärtsgang einzubauen.;;Ausland.Wirtschaft;Auto;;news;
;;FurzWagen ruft 200.000 Autos zurück weil versehentlich auf den Beifahrersitz versehentlich serienmäßig ein Furzkissen eingebaut wurde. Eigentlich sollte dort ein Schleudersitz eingebaut werden der dummes Geschwätz von Ehefrauen reagiert.;;Deutschland.Wirtschaft;Auto;;news;
;;MCDödels stoppt den Verkauf des McDickens nachdem 100te Kunden jeden Morgen aufwachten um Kikeriki schrien. Das Unternehmen entschuldigte sich in Sozialen Netzwerken und wies daraufhin dass keine weiteren Verhaltensformeln in die Produkte eingearbeitet werden.;;Ausland.Digital.Wirtschaft;;;news;
;;Pole und Deutscher streiten sich an Deutsch-Polnischer Grenze seit 17 Jahren wegen 20cm Grundstück-Abschnitt;;Gesellschaft;;;news;
;;Südkorea: Teeniegruppe begeht Selbstmord nachdem Künstler ihre Likes in Sozialen Medien abgelehnt hat.;;Ausland.Digital.Gesellschaft;;;news;
;;England: Sovietischer Flugzeugträger taucht im Ärmelkanal wieder auf nachdem er vor 38 Jahren spurlos verschwunden war.;;Ausland.Politik;Militär;;news;
;;Spanien: Mann findet seine Frau zum Kotzen und muss sich wochenlang auf Klo einschließen;;Unterhaltung.Männer;Eklig;;news;
;;Indien: Firma erfindet Vagina-Bärenfalle damit Frauen nicht mehr vergewaltigt werden können.;;Unterhaltung.Frauen;Sex;;news;
;;Heiko Maas wird beim Auslandsbesuch mit indischer Dame verheiratet und weiß nichts davon;;Unterhaltung.Politik.Promis;;Heiko Maas;news;
;;Los Angeles: DiebesBande aus 2-jährigen knacken Gold-Tresorraum der Wall Street;;Ausland.Unterhaltung.Gesellschaft;Polizei;;news;
;;China: Gen-Firma züchtet Mini-Menschen mit 12cm Körpergröße;;Ausland.Unterhaltung.Gesellschaft;Technik;;news;
;;Till Schweißer führt stehts einen Schlagstock in seiner Unterhose mit aus Sicherheitsgründen gegen aufdringliche Damen;;Unterhaltung.Promis;Sexismus;Till Schweiger;news;
;;Korea: 11-jähriger spielt ohne Pause 94 Stunden PC-Spiel und fällt in Wachkoma;;Ausland.Digital.Unterhaltung;;;news;
;;Berlin: Politikerdummheit offiziell als chronische Krankheit anerkannt. Experten sind sich sicher dass bis zu 75% aller Politiker unter dieser Krankheit leiden.;;Politik.Deutschland;Gesundheit;;news;
;;Deutschland: Letzter Flughafen der Republik in Leipzig wird abgeschaltet wegen verzögerten Instandhaltungsmaßnahmen. Bürger sind nun auf Straßen und Gleise angewiesen. Die Grünen empfehlen aus ökologischen Gründen nur noch per Fahrrad oder zu Fuß zu gehen;;Deutschland;Klimawandel;;news;
;;USA: Schüler kleben sich aus Protest ihre Haare mit Kaugummi zusammen.;;Ausland;Schule;;news;
;;A10: Gaffer blockiert stundenlang die Autobahn. Die Polizei schafft es nicht um ihn herumzufahren. Per Megafon und Radiodurchsage wird der Gaffer gebeten 12cm weiter nach rechts zu rücken damit die Einsatzkräfte passieren können;;Deutschland;Polizei;;news;
;;Martin Schwulz feiert Comeback als Paketpacker bei Mode Kette Freimark;;Unterhaltung.Politik.Promis.Wirtschaft;;Martin Schulz;news;
;;Das Duell der SuperFrauen: Andrea Nahles gegen Anegrit Kamp-Karrenbauer. Dieses Duell ist stärker als jede Einschlaftablette;;Unterhaltung.Politik.Promis;;Andrea Nahles;news;
;;Armeniens neuer Ministerpräsident tritt nach 4 Stunden im Amt zurück nachdem seine Frau im Interview sagt dass er seine Wäsche am Morgen nicht zum Trocknen aufgehängt hatte.;;Ausland.Politik.Unterhaltung;;;news;
;;Hamburg: 32-jähriger Neubürger bestellt zum 57Mal über die Hotline 110 sein Mittagessen. Der lokale Polizeichef teilte mit dass beim 100Mal sich ein Streifenwagen auf den Weg machen wird um den Mann seine Pizza zuzustellen. Hamburgs Bürgermeister würdigte diesen Vorschlag als hervorragendes Beispiel einer gelungenen Integration und Völkerverständigung.;;Deutschland.Gesellschaft;;;news;
;;Nach 62 Jahren: Der rosarote Panther zieht sich das Fell aus und stellt fest dass er in Wirklichkeit grau ist und schmalhansküchenkätzchen ist.;;Unterhaltung;Tiere;;news;
;;Frau quasselt 17 Stunden ununterbrochen ihren Freund voll und bekommt Stimmbruch. Der Ehemann macht ihr danach einen Heiratsantrag.;;Unterhaltung.Gesellschaft.Männer;;;news;
;;Indien: Frau wird von Bewohnern ihres eigenen Dorfes verbannt weil sie ihrem neuen Ehemann keinen Mercedes zur Hochzeit kaufen konnte;;Ausland.Gesellschaft;Sexismus;;news;
;;Bundeswehr stellt neuen kostengünstigen Panzer aus Pappe vor und hofft auf einen Exportschlager.;;;Militär.Bundeswehr;;news;
;;Schlager Star Uschi Haarig lässt sich Rückenhaare entfernen und in den Intimbereich einpflanzen.;;Unterhaltung.Männer;Sexismus.Eklig;;news;
;;Celine Dingeldong heiratet Pakistanischen Großmufti und wird zur Gebährmaschine abkommandiert;;Unterhaltung.Promis;Sexismus;;news;
;;Neues Gerät von Techfirma Gockel saugt Dummheit aus Räumen ab;;Digital.Wirtschaft;;;news;
;;Nach 400 Jahren: In Spanien wird ein Grab entdeckt auf dem der Name Christopf Kloputzus eingraviert ist. Die Geschichte der Entdeckung Amerikas muss nun umgeschrieben werden.;;Ausland. Unterhaltung.Wissen.Geschichte;;Christoph Kolumbus;news;
;;Vietnam: Bauer wird von hinterhältigem Reiskorn erschlagen. Armee bombardiert seit dem Heutigen Morgen das Reisfeld aus dem das Reiskorn stammt;;Ausland.Unterhaltung;Militär;;news;
;;Nach Panne bei Showauftritt: Die Blueman-Group ist in Wirklichkeit nicht blau sondern betrunken;;Unterhaltung;Medien;;news;
;;Kazakhstan: Präsidentschaftskandidat lallt sich beim Interview einen ab und lässt sich ins Präsidentenamt wählen;;Ausland.Politik;;;news;
;;Spirelli bringt viereckigen Reifen auf den Markt;;Wirtschaft;Auto;;news;
;;Atlantik: Selbstfahrendes Containerschiff prallt mit Eisberg zusammen und sinkt. Die lernfähige Steuerungssoftware durchlief einen Belastungstest der Außenwand des Schiffes;;Digital.Wirtschaft;KI;;news;
;;Handelsfirma Klauhof bietet ab August Vagina-Massage an um neue Kunden anzulocken und aus den roten Zahlen zu kommen.;2019-07-12;Wirtschaft.Unterhaltung.Männer;Sex;;news;
;;Berlin: Ein als Donald Duck verkleideter Dieb klaut Schmuck im Wert von 700.000 Euro und flüchtet nach Entenhausen. Berliner Polizei hat dort keine Zugriffserlaubnis und muss den Dieb ziehen lassen;;Berlin;Polizei;;news;
;;Bäcker backt Brötchen aus Taubenkot den er jeden Morgen frisch vor seinem Laden vom Gehweg kratzt.;;Deutschland.Gesellschaft;Eklig;;news;
;;Startup-Firma erfindet Mehrweg-Kotzeimer und testet diesen auf Festivals;;Unterhaltung.Wirtschaft;Eklig;;news;
;;Hollywood-Star Rüssel Grau bricht sich beim Sex den Penis und meldet sich nach misslungener Operation 2 Wochen später als Eunuch zurück;;Unterhaltung.Promis;Sex;;news;
;;Berlin: 2 Demonstranten fordern mehr Rechte für Eunuchen;;Berlin.Politik;Demonstration;;news;
;;Stuttgart: Ein-Mann-Demo blockiert Innenstadt für 11 Stunden bei der sich der Demonstrant nackt auf die Kreuzung legt und sich mit Sekundenkleber an den Asphalt klebt;;Deutschland.Politik;Demonstration;;news;
;;Paris: Schüler wird von Karussell mitgeschleift und bekommt Drehwurm;;Ausland.Unterhaltung.Gesellschaft;Schule;;news;
;;New York: Heidi Bums sieht sich bei Modeshow selbst im Spiegel und bekommt Spontan-Durchfall;;Unterhaltung.Promis;;Heidi Klum;news;
;;London: Bundeskanzlerin Merkel erkennt sich bei Staatsbesuch in England selbst im Spiegel wieder und macht Notfalltermin beim Friseur der Queen aus;;Unterhaltung.Promis;;Angela Merkel;news;
;;Horst Saufhofer wird von kleinem grünen Männchen in seinem Kopf ferngesteuert;;Unterhaltung.Promis;;Horst Seehofer;news;
;;Jan-Kot-Junkers klagt über Spontan-Rektalentleerung während des Geschlechtsaktes;;Politik;Eklig;;news;
;;China: Bergbauunternehmen bohrt Tunnel durch den Erdkern nach Europa um die Seidenstraße wieder aufleben zu lassen.;;Ausland.Politik.Wirtschaft.Wissen;Technik;;news;
;;Fußball: Hohlbert Lewantoffi furzt beim Toreschießen und ist glücklich dabei;;Sport.Fussball;;;news;
;;Handelsstreit zwischen USA und China eskaliert. Chinesen weigern sich Sonnenbrillen, Zigarettenhalter und Klopapierbürsten aus den USA zu importieren. Die USA drohen hingegen damit keine Klosettbecken mehr aus China zu importieren;;Ausland.Wirtschaft;;;news;
;;Jubiläum: Tech-Gigant Fakebook durchleuchtet 1 Milliardsten User. Es ist ein 4 jähriger Inder der eine Ausbildung als Computerexperte in Schweden macht;;Digital.Wirtschaft;Facebook;;news;
;;Speerwerferin Henriette Handfest schleudert Speer einmal um die Erde und trifft sich selbst in den Po;;Sport;;;news;
;;Tschechien: Kabinettsmitglieder feiern nach erfolgreicher Regierungsbildung Drogen- und Sexparty im lokalen Schwulenclub und schwänzen erste Parlamentssitzung am nächsten Morgen;;Ausland.Politik;Drogen.Sex;;news;
;;Junges Ehepaar auf Bundesstraße 12 beim Schnellficken geblitzt;;Deutschland.Unterhaltung;Sex;;news;
;;GenderQueen Schluckwita Wurst von intelligentem Algorithmus als außerirdische Kackstelze enttarnt. Men in Black ermitteln wegen illegaler Einwanderung auf der Erde;;Digital.Unterhaltung.Promis;KI;Conchita Wurst;news;
;;Hollywood-Star Brust WillEs kommt in Wirklichkeit vom Planeten Kahlschlag;;Unterhaltung.Promis;;;news;
;;F1 Weltmeister Sebastian Kittel gibt alle 4 Weltmeistertitel zurück nachdem Gridgirls von der Formel1 ausgeschlossen worden sind;;Sport.Formel1.Unterhaltung.Promis;;;news;
;;TV-Koch Tim Salzer trauert seiner verstorbenen Fruchtfliege nach;;Unterhaltung.Promis;TV;;news;
;;Niederländischer Regisseur Paul Verhopfen dreht neuen Film über die Evolution Bieres;;Unterhaltung.Promis;Bier.Film;;news;
;;Deutscher Tourist in Japan für 6 Tage in Quarantäne gesteckt weil er vor der Einreise zu viel Sauerkohl gegessen hat;;Ausland.Unterhaltung;Tourismus;;news;
;;Frankreich: Ex-Präsident Sarkotzi wird auf die Insel Elba verbannt;;Ausland.Politik;;;news;
;;Berlin: Polizei kündigt hartes Vorgehen gegen hinterhältige Rot-Geher-Bande an. Fußgängerverband spricht von Hexenjagd.;;Berlin.Politik;Polizei;;news;
;;Sylt: Diebe brechen in Kindergärten ein uns stehlen vergoldete Designerwindeln;;Deutschland.Politik;Polizei;;news;
;;Politisch Korrekt? Statue in Fulda abgerissen weil auf ihr das Wort Deutschland in Großbuchstaben drauf steht;;Deutschland.Politik;;;news;
;;Sport: Disziplin Sackhüpfen wird erstmals Olympisch. In Bremen wird dazu eigens ein Förderzentrum eingerichtet in dem Sportler ihre Säcke trainieren können;;Sport;;;news;
;;Japanische Firma MunzuMushi bietet neuerdings Mehrweg-Penis mit Einspritzfunktion zur Samenbefruchtung an;;Ausland.Gesellschaft;Sex;;news;
;;Russland: Aus Protest gegen Homophobie bilden 17.000 Demonstranten Analkette auf Stadtautobahn;;Ausland.Politik;Demonstration.Sexismus;;news;
;;HongKong: Mr. Wong heiratet Mrs. Wang im ersten Stock eines Schnellrestaurants;;Ausland.Gesellschaft;;;news;
;;Hersteller Busch verkauft neuerdings Hochsicherheits-Stahltüren weil Einbruchstatistik nach oben schnellt;;Deutschland.Wirtschaft;Technik;;news;
;;Brandenburg: Nachbar überfällt seinen Nachbarn beim Monopoly-Spiel und klaut 70.000 Monopoly-Dollar;;Deutschland.Gesellschaft;;;news;
;;Bremer Paket-Stinkbomber in seinem Haus verhaftet nachdem er 368 Stinkbomben Deutschlandweit verschickt hatte;;Deutschland.Gesellschaft;;;news;
;;Influencerin Kathi Kannix rutscht auf der Beliebtheitsskala ihrer Instagram-Fans ab nachdem sie 2 Tage lang kein Busen-Blitzer-Foto gepostet hat;;Unterhaltung.Männer;;;news;
;;Colorado: Lehrerinnen bieten Penis-Massage-Kurse nach der Schule als Gruppenübung an um ihr Gehalt zu verbessern;;Unterhaltung.Männer;Sex;;news;
;;Rainer Kallmund macht Diät und isst jeden Morgen frischen Brotaufstrich mit Sprühwurst zum Frühstück;;Unterhaltung.Promis;Eklig;Rainer Kallmund;news;
;;SFU bietet Probeliege-Kurse auf Friedhöfen an;;Wirtschaft;;;news;
;;Sensodüne verkauft Zahncreme mit Wüstensand;;Wirtschaft;;;news;
;;Frankfurt: Einbrecher fällt von Leiter als er in einen Hühnerstall einbrechen will und verliert linkes Auge. Vermieter der Anlage bietet Hühnerauge als Ersatz an;;Deutschland;Polizei;;news;
;;Kardinal Kwarks wird von Blitz erschlagen weil er sich heute morgen nicht die Zähne geputzt hat - Bums;;Unterhaltung;;;news;
;;Robin-Darsteller verkauft Strumpfhose von Adam West aus den 60ern;;Unterhaltung.Promis;TV;;news;
;;Conchita Wurst hinterlässt kleine rosa Zettelchen mit Initialen;;Unterhaltung.Promis;;Conchita Wurst;news;
;;Nach 480 Jahren finden Kinder grüne Strumpfhose im Sherwood Forest. Wissenschaftler rätseln ob es sich dabei um die Hose von Robin Hood handeln könnte oder doch von Kevin Kotzner?;;Ausland.Unterhaltung.Promis;Film;Robin Hood;news;
;;Berlin: Kanzlerin Merkel begrüßt den 5 Millionsten Flüchtling aus Syrien persönlich im Kanzleramt.;;Berlin.Politik;;Angela Merkel;news;
;;Sparmaßnahme: AutoHersteller Popel stellt Produktion auf Spielzeugautos um und hofft Geld sparen zu können.;;Deutschland.Wirtschaft;Auto;;news;
;;Kanadier rudert mit Kanu über den Atlantik nach Europa und trifft auf Riesenkalmar der das Kanu verschluckt;;Ausland.Wissen;;;news;
;;Potente Frauen benutzen Viagra um ihr Haare hochzustylen;;Unterhaltung.Gesellschaft.Männer;Sex;;news;
;;Neue Sicherheitstechnik: Handy lässt sich nur per Penis-Erkennung öffnen.;;Digital.Unterhaltung;Sex;;news;
;;Bruce Willis wird kurz vor Weihnachten von 5-Jährigen Winzlingen mit Schneebällen beworfen und muss fliehen - wie jedes Jahr;2019-12-22;Unterhaltung.Promis;Weihnachten;Bruce Willis;news;
;;Männer sollten sich vor Kleinwüchsigen in Acht nehmen weil sie ihr Viagra klauen könnten;;Unterhaltung.Gesellschaft.Männer;;;news;
;;Christian Wulff klaut Schuhsohlen im Wert von 780 Euro Und taucht bei den sieben Zwergen im Wald unter;;Unterhaltung.Promis;;;news;
;;Ghana: Frau mit ungeborenem Kind reißt aus und bringt Baby bei ihrem Lieblingsaffen im Dschungel zur Welt;;Ausland.Gesellschaft;Tiere;;news;
;;Spanier entdeckt legendäre Goldstadt im Dschungel von Guatemala;;Wissen.Ausland;;;news;
;;Philippinen: Ex-Diktator flüchtet ins Nachbarland Indonesien und wird von Affen in Schwitzkasten genommen.;;Ausland.Politik;Tiere;;news;
;;USA: Frau verklagt Toilettenfirma wegen Diskriminierung weil der Weg zur Damentoilette weiter ist als der zum Herrenklo;;Ausland.Gesellschaft;;;news;
;;Abu Dhabi: Pilot verwechselt Landebahn und landet auf Formel1-Stecke;;Ausland.Gesellschaft;;;news;
;;Bäderbetriebe in NRW führen Pissbereiche in Schwimmbecken ein;;Deutschland;Eklig;;news;
;;TechnikWelt: Apple stellt neues Hightech-SmartPhone EiFon 21s Vital-Ultra Silver mit Schallabsaugfunktion vor;;Digital.Wirtschaft;Technik;;news;
;;GenderWahn: Gericht in England stuft Schottenrock als diskriminierend ein.;;Ausland.Politik;Genderwahn.Sexismus;;news;
;;Spezialeinsatzkommando nimmt MafiaBoss fest. 2 Tage später stellt sich heraus dass der Mann eigentlich eine Frau ist in Berlin in einer Imbissbude arbeitet und Petra heißt;;Berlin.Gesellschaft;Polizei;;news;
;;Schlagerstar Hilde Kurz (68) zieht für Erotikmagazin “SchnuffelPups” blank;;Deutschland;Sex;;news;
;;Condomium bringt Kondome mit Käsegeschmack auf den Markt.;;Wirtschaft.Gesellschaft;Sex;;news;
;;Geniestreich: Bundestrainer nimmt 21 Torwarte mit zur WM und stellt alle ins Tor.;;Sport.Fussball;;;news;
;;Astronomie: Forscher entdecken hungriges Schwarzen Loch dass sich nur von Abgasen ernährt und rufen damit Umweltaktivisten auf den Plan;;Wissen;Raumfahrt;;news;
;;Rom: Carlo Schwubbelhuber zum Vize-Gladiator ernannt;;Ausland.Politik;;;news;
;;Hamburg: Stadt sperrt 17cm Abschnitt der Hauptstraße wegen Luftverschmutzung für Dieselautos: Umweltsenator Pavel Plastik spricht von einem politischen Durchbruch zum Umweltschutz;;Deutschland.Politik;Klimawandel;;news;
;;Spanien: Flugzeug stürzt senkrecht in den Boden und kommt nach 7 Stunden im Südpazifik wieder raus. Pilot meldet keine Zwischenfälle;;Ausland.Gesellschaft;;;news;
;;Rom: verrückter Bischof will auf dem Mond erstes Gebäude als Kathedrale bauen lassen und für die Finanzierung Kirchensteuer erhöhen;;Ausland.Politik;Raumfahrt;;news;
;;Indien: Heilige Kuh feiert Hochzeit mit wildem Stier. Regierung plant Staatsakt für die Zeremonie.;;Ausland.Politik;Tiere;;news;
;;A7: 600 kesse Bienen blockieren die Autobahn und protestieren gegen den Einsatz von Pestiziden;;Deutschland;Tiere;;news;
;;Mars: Rover entdeckt 800 Jahre alte Schatztruhe unter Sandschicht. Forscher haben aber keinen Schlüssel;;Wissen;Raumfahrt;;news;
;;Bundeskanzlerin Ferkel vergisst morgen sich die Schuhe zu binden und muss auf einen ihrer Leibwächter zurückgreifen;;Politik;;Angela Merkel;news;
;;Hollyschwutz-Star Charlie Keen singt neuen Song “Let me suffer Baby”;;Unterhaltung;Hollywood;Charlie Sheen;news;
;;EU-Parlamentarier gibt 240.000 Euro bei Flug zwischen Amsterdam und Brüssel aus;;Politik;EU;;news;
;;Angela Ferkel benutzt ausschließlich Toilettenpapier mit Ihren Initialen drauf - auch bei Auslandsbesuchen;;Politik;;Angela Merkel;news;
;;Uvdl lässt Bundeswehr-Kanonen mit niedlichen Teddibären ausstatten um schon bei den jüngsten zu punkten;;Deutschland.Politik;Militär.Bundeswehr;Ursula von der Leien;news;
;;Wegen Nachwuchsmangel: Verteidigungsministerium gründet Pinguintruppe und rüstet 40.000 Pinguine mit integriertem Maschinengewehr aus;;Deutschland.Politik;Militär.Bundeswehr;;news;
;;M. Schwulz erhält den Grünen Maulwurf als Trostpreis von der EU;;Politik;EU;Martin Schulz;news;
;;Raketen-Panne: Nordkorea schießt Rakete um die Erde und löscht Kleinstadt in der Nähe der Startrampe aus;;Ausland;Militär;;news;
;;Fußball-WM: Verband testet würfelförmigen Fußball;;Sport.Fussball;Fussball-WM;;news;
;;Wegen Gefängnissmangel. Justiz schickt Straftäter zurück in den Kindergarten;;Politik.Gesellschaft;Justiz;;news;
;;Wohnungsnot in Berlin: Aktivisten besetzen Rollstuhlparkplätze mit Zelten;;Berlin.Politik;Demonstration;;news;
;;Twitter löscht Beitrag von US-Präsident Dump in dem er schreibt dass er von Pornostar vergewaltigt worden sei;;Ausland.Politik.Digital;;Donald Trump;news;
;;München: Bier-Aktivisten protestieren gegen die Erhöhung der Bierpreise;;Deutschland;Bier.Demonstration;;news;
;;NRW: Nach Steuerreform 12.890.677 Mio. Straftäter auf der Flucht;;Deutschland.Politik;Finanzamt;;news;
;;Bill Splinton stellt neues Buch vor mit dem Titel: Die Frau unter dem Tisch;;Ausland.Gesellschaft;Sexismus;Bill Clinton;news;
;;Peter Lustklo lässt sich jeden Montag die Rückenhaare stutzen;;Deutschland.Unterhaltung;Eklig;;news;
;;5 Polizisten helfen randalierender Rentnerin aus Flugzeug;;Gesellschaft;Polizei.Rentner;;news;
;;Bundeswehr rüstet Panzer mit intelligentem Alkoholtest aus;;Deutschland.Politik;Militär.Bundeswehr;;news;
;;Polizei in LA stoppt Charlie Clean mit 7 Promille Apfelsaft im Blut;;Ausland.Unterhaltung.Promis;Polizei;Charlie Sheen;news;
;;Grönland: Eisbär adoptiert wohnungslosen Berliner Ex-Eishockeyspieler;;Gesellschaft;Tiere;;news;
;;Italien: Bäcker erfindet Pizza zum Wiederkauen;;Ausland.Wirtschaft;Eklig;;news;
;;Berlin: Förderschule bietet Intensivkurs mit Blasinstrumenten für nymphomanische Frauen an;;Berlin.Politik.Unterhaltung.Männer;Schule.Sexismus;;news;
;;Tennis: Superstar Rafael Nudell ist Mitglied einer internationalen Schnürsenkelmafia;;Sport.Tennis;;;news;
;;Washington: Gericht will Donald Dump das Twittern verbieten;;Ausland.Politik.Digital;;Donald Trump;news;
;;Lübeck: Fäkaltaucher findet 200 Jahre alten Schatz in Klärgrube und reklamiert Anspruch für sich;;Wissen;Eklig;;news;
;;Rapper 50Cent hat sich beim Tanzen die Beine verknotet;;Unterhaltung;Musik;;news;
;;Mann in Singapur zu 8 Jahren Haft verurteilt weil er am Flughafen mit Kaugummis gedealt hat;;Ausland.Politik;Polizei.Justiz;;news;
;;ISS: Erneute Beschwerden wegen Graffitis auf dem Solarkollektoren;;Wissen;Raumfahrt;;news;
;;Österreich: DJ Ötzi will sich zum Bundeskanzler wählen lassen;;Ausland.Politik;Musik;DJ Ötzi;news;
;;Audi ruft weltweit 700.000 Fahrzeuge wegen fehlendem Lenkrad zurück;;Wirtschaft;Auto;;news;
;;Marie Juana wird Drogenbeauftragte im Landkreis KokseNase in NRW;;Deutschland.Politik;Drogen;;news;
;;Der Wahre Grund des NordKoreaDeals: Donald Trump will sich in Wirklichkeit an Kimis Schwester ranmachen;;Ausland.Politik;;Donald Trump;news;
;;Nationalspieler verletzt sich schwer weil Rasen zu stumpf war. Der Rasen wird nun mit Schmierseife glattgemacht;;Sport.Fussball;;;news;
;;VIP-News: Vanessa outet sich dass sie keine Gefühle für Steve hat sondern für einen anderen Quatschkopp;;Unterhaltung.Promis;;;news;
;;Duisburg-Marxloh: Mutter gibt Erziehung ihrer 2 Kinder an Uhrgroßmutter ab weil Mutter und Großmutter heroinsüchtig sind;;Gesellschaft;Drogen;;news;
;;China: neuer Sprachassistent erkennt Schwangerschaft an Stimme;;Ausland.Digital.Unterhaltung;;;news;
;;USA verhängen Strafzölle gegen EU im Wert von 100Mrd. Euro. Betroffen sind Deutsche Gummibären, Schwedische Vakuumpumpen und Irische Stempelsets für Formbutter;;Politik.Wirtschaft;EU;;news;
;;EU kündigt Gegenmaßnahmen an und verhängt Zölle auf US-Produkte wie Nasenfernrohre, Einweg-PCs und Superheldenkostüme;;Politik.Wirtschaft;EU;;news;
;;Pamela D. Undersin schlägt Angreifer mit Ihren Brüsten in die Flucht;;Unterhaltung.Promis;;Pamela Anderson;news;
;;Schüler findet Augenklappe von legendärem Piraten BlackBeard im Keller seiner Großeltern;;Unterhaltung.Gesellschaft;Schule;;news;
;;Sängerin Lena-Meyer-Landwurst schickt romantische Liebesbotschaft an ihren Freund: “Fang endlich an zu arbeiten du scheiß Saufkopp”;;Unterhaltung.Promis;Musik;Lena Meyer Landrut;news;
;;Angela Merkel posiert vor der ganzen Nationalmannschaft halb nackt im Sexy Dirndel. Putin guckt durch das geheime Loch in der Wand dabei zu und denkt sich seinen Teil;;Politik.Sport.Fussball;;Angela Merkel.Vladimir Putin;news;
;;Berlin-Tegel: Verurteilter Mörder erscheint nicht zum Haftantritt und erklärt sich auf Twitter für haftunfähig;;Berlin;Polizei.Justiz;;news;
;;Deutsche Bahn: Hunderte Menschen am Bahnsteig festgefroren weil ICE 32 Stunden Verspätung hatte;;Deutschland.Wirtschaft;Wetter;;news;
;;Kanalratten haben sich am Flussufer festgebissen. Polizei sucht Zeugen;;Deutschland;Tiere.Polizei;;news;
;;Bundesweite Razzia gegen Kindergartenbande die illegal mit Gummibären dealen;;Deutschland.Politik;Polizei;;news;
;;Berlin: Politische Krise Zwischen Arschleckern und Egomanen hält an;;Berlin.Politik;;;news;
;;Madrid: Ehemann verklagt Ehefrau wegen Polygamie;;Ausland.Gesellschaft;Sexismus;;news;
;;Politische Dummheit offiziell als Krankheit in Deutschland anerkannt;;Deutschland.Politik.Gesellschaft;;;news;
;;Australisches Startup bringt Duschkopf in Penisform auf den Markt;;Ausland.Wirtschaft;Sex;;news;
;;Brüssel: Polizist auf offener Straße erbrochen;;Ausland.Politik;Polizei;;news;
;;Mailand: Modemarke bringt Mützen-Kollektion für das männliche Glied auf den Markt;;Wirtschaft;Sex;;news;
;;Los Angeles: 7 Frauen verprügeln einen Mann weil er eine Frau zu lange angeglotzt hat;;Ausland.Gesellschaft;Sexismus;;news;
