id;date;title;subtitle;content;categories;tags;person;repeatable;teasable;image;
466;11.4.2018;Wie blöd: Katy Perry spannt ihrer Freundin zum Dritten Mal in Folge den selben Mann aus;;;Unterhaltung.Promis;;Katy Perry;1;;;
467;12.4.2018;Rekord: Julia Roberts hat in den letzten 20 Jahren 90% ihrer Lebenszeit gelächelt.;;;Unterhaltung.Promis;;;1;;;
468;13.4.2018;Kassel: Gast verwüstet Restaurant: Servierte Peking-Ente kam gar nicht aus Peking;;;Deutschland.Unterhaltung;;;1;;;
469;14.4.2018;Herzlichen Glückwunsch: Beatrix von Storch als peinlichste Frau Deutschlands geehrt;;;Deutschland.Politik;AfD;;1;;;
470;15.4.2018;Schmerzhafte Trennung: Anna Ganz läuft der Bauersmann weg - nach nur einer Nacht auf dem Bauernhof;;;Unterhaltung;;;1;;;
471;16.4.2018;Vier-Sterne-General der US-Armee James Rockstone werden in Afghanistan zwei Sterne geklaut. Jetzt hat er nur noch 2 und muss seinen Posten räumen.;;;Ausland.Unterhaltung;Militär;;1;;;
472;17.4.2018;Da kann man nur Danke sagen: Leverkusen-Trainer Heiko Herrlich bekommt am Heiligen Abend Kündigung überreicht;2018-12-24;;Sport.Fussball;Weihnachten;;1;;;
473;18.4.2018;Immer noch kein Glück gehabt: Rudi Ochse sucht seit 12 Jahren Nadel im Heuhaufen;;;Unterhaltung;;;1;;;
474;19.4.2018;Köln: Drogendealer wollen Zivilfahndern Drogen verkaufen. Diese verkaufen die Drogen einfach an 14-Jährige weiter;;;Deutschland;Drogen;;1;;;
475;20.4.2018;Berlin: Rentnerin verkauft Haschisch an Nachbarn um ihre Rente aufzubessern. Finanzamt verlangt Steuernachzahlung.;;;Berlin;Drogen.Rentner;;1;;;
476;21.4.2018;Immer noch kein Glück gehabt: Lottospieler spielt seit 24 Jahren glücklos Lotto und hat dabei 1,2 Millionen Euro investiert;;;Unterhaltung.Gesellschaft;;;1;;;
477;22.4.2018;Herbert von Holzfuss will eigentlich gar kein Milliardär sein ;;;Unterhaltung.Promis;;;1;;;
478;23.4.2018;Intelligentes Auto fährt 76-Jährigen nach Bordell-Besuch ins Pflegeheim anstatt nach Hause;;;Unterhaltung.Gesellschaft;Auto.KI.Sex.Rentner;;1;;;
479;24.4.2018;7-Jähriger Schüler fragt Donald Trump am Telefon ob er noch an den Weihnachtsmann glaubt. Dieser antwortet mit “Ja ich will”;;;Unterhaltung.Promis;Weihnachten;Donald Trump;1;;;
480;25.4.2018;Donald Trump gibt Befehl an Spezialeinheit den echten Weihnachtsmann aufzuspüren. Die anwesenden Weihnachtsmänner sind alles Fake-Santas.;;;Ausland.Politik.Unterhaltung.Promis;Weihnachten.Militär;Donald Trump;1;;;
481;26.4.2018;Madonna kauft sich 33ßigstes Weisen-Baby weil Sie die Schnapszahl voll machen wollte;;;Ausland.Unterhaltung.Promis;;Madonna;1;;;
482;27.4.2018;China: Bauer vom Nachbarn erschlagen weil er den Reis zu weich gekocht hat;;;Ausland.Unterhaltung.Gesellschaft;Polizei;;1;;;
483;28.4.2018;Amazon liefert erstmals Paket zur Raumstation ISS. Inhalt: Zahnseide für die Außenreparatur.eine blaue Unterhose.ein Überraschungspaket mit Boxhandschuhen und ein rosa-rot gepunkteter Topflappen.;;;Wirtschaft.Ausland.Unterhaltung;Raumfahrt;;1;;;
484;29.4.2018;Flughafen Amsterdam: Frau mit Brustimplantat voller Kokain verhaftet;;;Ausland.Politik;Drogen.Polizei;;1;;;
485;30.4.2018;Silicon Valley: Google-Chefs feiern Sexorgie auf Yacht mit weiblichen Sexrobotern;;;Ausland.Unterhaltung.Wirtschaft;Sex;;1;;;
486;1.5.2018;Nach Rauswurf aus Filmbranche: Kevin Spacey lässt sich als professioneller Käfigkämpfer ausbilden;;;Unterhaltung.Promis;;;1;;;
487;2.5.2018;A8: Sattelschlepper ueberfaehrt Fuchs. Nach 2 STD. Muss die ganze Autobahn gesperrt werden weil 12000 Füchse eine Großdemonstration auslösen;;;Deutschland.Unterhaltung;Demonstration.Tiere;;1;;;
488;3.5.2018;Fußball-Star Christian Ronaldo hat seine Ernährung auf Rinti umgestellt.;;;Sport.Fussball.Unterhaltung.Promis;;Christiano Ronaldo;1;;;
489;4.5.2018;Nach Ernährungsumstellung: Fußballer Christian Ronaldo leckt und bellt beim Training.;;;Sport.Fussball.Unterhaltung.Promis;;Christiano Ronaldo;1;;;
490;5.5.2018;Los Angeles: 72 Männer wegen sexueller Belästigung verhaftet weil Sie Frauen mit großen Augen angeschaut haben.;;;Ausland.Unterhaltung;Sexismus;;1;;;
491;6.5.2018;Nach Haribo-Verbot: Kinder dealen in ganz Deutschland mit Gummibärchen auf Schulhöfen;;;Deutschland.Unterhaltung.Gesellschaft;Drogen;;1;;;
492;7.5.2018;Berlin Prenzlauer Berg: 12jaehriger erhielt Tadel weil er auf Schulhof Fleisch gegessen hat.;;;Berlin.Politik;Vegetarier;;1;;;
493;8.5.2018;“Veggie-Day” als Unwort des Jahrzehnts gewählt;;;Politik.Deutschland;Vegetarier;;1;;;
494;9.5.2018;Bundeswehr: 12 Tornados mit Biodiesel betankt - Schrott;;;Politik.Deutschland;Militär.Bundeswehr;;1;;;
495;10.5.2018;Angela Merkel kauft bei Kik Rosa- Schürzen;;;Politik.Unterhaltung.Promis;;Angela Merkel;1;;;
496;11.5.2018;Rotzmann ruft Rinti-Hundefutter zurück weil Hunde Durchfall bekommen;;;Wirtschaft.Unterhaltung;Tiere;;1;;;
497;12.5.2018;Peruaner zündet sich 140 Zigaretten gleichzeitig an - Guiness-Rekord;;;Ausland.Unterhaltung.Gesellschaft;;;1;;;
498;13.5.2018;Japan: Mann ernährt sich seit 25 Jahren nur von Hundefutter und läuft seit dem auf allen Vieren;;;Ausland.Unterhaltung.Gesellschaft;;;1;;;
499;14.5.2018;Angela Merkel wacht nach 12 Jahren von ihrem Dope-Rausch auf und tritt zurueck;;;Deutschland.Politik.Unterhaltung.Promis;Drogen;Angela Merkel;1;;;
500;15.5.2018;Dresden: Demonstrant bindet sich Betonklotz um den Fuß und fällt von Brücke;;;Deutschland.Politik;Demonstration;;1;;;
501;16.5.2018;JVA-Tegel: Insasse verklagt Land Berlin weil er beim Ausbruch eines Mithäftlings nicht dabei sein durfte;;;Berlin.Unterhaltung;Justiz.Polizei;;1;;;
502;17.5.2018;Berlin: Angela Merkel findet nach 12 Jahren ihr Gewissen im Mülleimer wieder;;;Berlin.Unterhaltung.Promis;;Angela Merkel;1;;;
503;18.5.2018;Washington: 13 Männer zu langen Haftstrafen verurteilt weil sie sich nicht zur #metoo Debatte bekennen wollten;;;Ausland.Unterhaltung.Promis.Männer;Sexismus;;1;;;
504;19.5.2018;Japan: Firma erfindet Tsunamiabsaugmaschine;;;Ausland.Wirtschaft;Technik;;1;;;
505;20.5.2018;Afghanistan: 10000er Terrorist getötet. US-Militär feiert Jubiläum;;;Ausland.Politik;Militär;;1;;;
506;21.5.2018;Tierschutz-Protest: Aktivist lässt sich Wirbelsäule rausoperieren und wird zum Vierbeiner;;;Deutschland.Politik;Tiere;;1;;;
507;22.5.2018;Hollywood: Brat Pitt kehrt nach 30 Jahren aus Tibet zurück;;;Unterhaltung.Promis;;Brad Pitt;1;;;
508;23.5.2018;Hollywood: Jamy Unwichtig und Muhammad Unbekannt trennen sich;;;Unterhaltung.Promis;;;1;;;
509;24.5.2018;Berlin: Nach Jubiläumsfeier Bundestag ist bis auf weiteres gesperrt;;;Berlin.Politik;Bundestag;;1;;;
510;25.5.2018;Politik: Grünenabgeordneter Friss Gut droht Parteiausschlussverfahren weil er das Wort “Fleisch” ausgesprochen hat. Parteiführung beruft am Montag eine Sondersitzung ein.;;;Deutschland.Politik;Grüne;;1;;;
511;26.5.2018;Marathon-Simulator in Sportunterricht eingeführt. Pädagogen hoffen sich dadurch mehr Interesse am Sport.;;;Sport.Digital.Unterhaltung;Medien;;1;;;
512;27.5.2018;Bielefeld: Wegen Lehrermangel unterrichten sich Schüler selbst. Auch im Homeoffice;;;Deutschland.Politik.Gesellschaft.Bildung;Schule;;1;;;
513;28.5.2018;NRW: Schulreform schafft Fächer Deutsch.Mathematik und Kunst ab. Dafür werden Religionethik.Vertrauenslehre und Selbstaufopferungstaktik als Faecher eingeführt. Innenminister von NRW erklärt diese Maßnahme als notwendig um auf die Bedürfnisse der veränderten Gesellschaft zu reagieren.;;;Deutschland.Politik.Gesellschaft.Bildung;Schule;;1;;;
514;29.5.2018;Paris Hilton verliert 2Mio $ Verlobungsring bei Sexparty im Sandkasten;;;Unterhaltung.Promis.Männer;Sex;Paris Hilton;1;;;
515;30.5.2018;Nach Firmenpleite: Schlecker verkauft jetzt Dampfwalzen für Bio-Bügeleisen;;;Unterhaltung.Wirtschaft;;;1;;;
516;31.5.2018;Berlin: Nackte Femen-Frau lutscht vor Arabischer Botschaft Bratwurst ab;;;Unterhaltung.Männer;Femen.Sexismus;;1;;;
517;1.6.2018;Bergsteiger Reinhold Messer zieht sich das Fell über die Ohren;;;Unterhaltung.Promis;;;1;;;
518;2.6.2018;Hamburg: Chinesische Touristengruppe verhaftet weil ihre Selfie-Sticks zu lang waren;;;Unterhaltung;Tourismus.Polizei;;1;;;
519;3.6.2018;Golf-Star Tiger Schwuz hat seinen letzten Ball eingelocht;;;Unterhaltung.Promis;;;1;;;
520;4.6.2018;Wien: US-Tourist verklagt die Stadt Wien auf Schadenersatz weil er sich an einem Wiener Schnitzel die Lippen aufgerissen hat.;;;Ausland.Unterhaltung;Tourismus;;1;;;
521;5.6.2018;Jubiläum: Action-Star Arnold Schwanzneiger erschießt seinen 1000sten Bösewicht im Film;;;Unterhaltung.Promis;Film;;1;;;
522;6.6.2018;Florida: Großeinsatz der Nationalgarde weil Donald Dump sich auf seinem Golfplatz verlaufen hat. Nach 7 Stunden wurde er mit einer Playboy-Mieze im Gebüsch gefunden. Beide wurden nach Washington evakuiert.;;;Ausland.Politik;Militär;Donald Trump;1;;;
523;7.6.2018;“Scheißer von München” auf frischer Tat ertappt als er sich im Treppenhaus erleichtern wollte. Bürgermeister erklärt: Stadt jetzt wieder sauber;;;Deutschland.Politik;Polizei;;1;;;
524;8.6.2018;Frau sammelt 500 Liter Brustmilch und versteigert sie auf eBay;;;Deutschland.Unterhaltung.Gesellschaft;;;1;;;
525;9.6.2018;Mann sammelt über 20 Jahre Sperma und gründet eine eigene Samenbank;;;Unterhaltung.Gesellschaft;;;1;;;
526;10.6.2018;Peru: Behörden rufen Notstand aus als ...;;;;;;1;;;
527;11.6.2018;Nordkorea-Kimi lässt sich Fahrstuhl zum Mond bauen über den er sich im Notfall absetzen kann;;;Ausland.Politik;;Kim Jong-Un;1;;;
528;12.6.2018;97-Jaehriger Chinese kann sich mit seinem Bart komplett einwickeln und lässt sich mumifizieren;;;Ausland.Unterhaltung.Gesellschaft;;;1;;;
529;13.6.2018;Gleichberechtigung: Deutschland führt das Wort Frauschaft für weibliche Vereinsgruppen ein.;;;Deutschland.Gesellschaft;Genderwahn;;1;;;
530;14.6.2018;Im Kanzleramt greift die alljährliche Frühjahrsdummheit um sich. Mitarbeiter müssen ambulant behandelt werden.;;;Berlin.Politik;Kanzleramt;;1;;;
531;15.6.2018;Verteidigungsministerin Von der Leier teilt mit dass noch 12 einsatzbereiter Kampfpanzer bereitstünden und die Bundeswehr auf einem guten Weg sei.;;;Deutschland.Politik;Militär.Bundeswehr;;1;;;
532;16.6.2018;Bundestag: Sperma-Spuren am Rednerpult nachgewiesen. Abgeordnete schieben sich gegenseitig schwarzen Peter zu.;;;Berlin.Politik;Bundestag.Sex;;1;;;
533;17.6.2018;Berlin: Drogendealer auf dem Weg ins Kanzleramt abgefangen. Beschuldigter gibt sich als Arzt aus und wird durchgelassen.;;;Berlin.Politik;Drogen.Kanzleramt;;1;;;
534;18.6.2018;USA: 3-jaehrige verhaftet weil sie sich zufällig in den Hauptrechner des FBI gehackt hatte.;;;Ausland.Politik;Polizei;;1;;;
535;19.6.2018;Japan: Mann schneidet sich beim Schwerter-Schmieden alle 11 Finger ab.;;;Ausland.Unterhaltung.Gesellschaft;;;1;;;
536;20.6.2018;Bundeswehr testet neue Stinkbombe mit Fäkalabfällen. Russland stuft diese Waffe als Biologische Bedrohung ein.;;;Deutschland.Politik;Militär.Bundeswehr;;1;;;
537;21.6.2018;Frankreich: Kosmetikkette ruft Parfum zurück in dem versehentlich Fäkal-Partikel verarbeitet wurden.;;;Ausland.Wirtschaft;Eklig;;1;;;
538;22.6.2018;China: Firma bringt Parfum mit Durian-Geruch auf den Markt.;;;Ausland.Wirtschaft;Eklig;;1;;;
539;23.6.2018;Amsterdam: Drogenschmuggler mit 47 Kilo Kokain im Hintern aus Kolumbien erwischt;;;Ausland;Drogen;;1;;;
540;24.6.2018;Hollywood: Regisseur James Gammelhuhn züchtet 16 Meter langen Riesenkalmar für neuen Film;;;Ausland.Unterhaltung.Promis;Film;;1;;;
541;25.6.2018;B-Promi Conchita Wurst lässt sich Riesenbratwurst als Penisverlängerung implantieren aus der Senf rauskommt;;;Unterhaltung.Promis;Sexismus;Conchita Wurst;1;;;
542;26.6.2018;Tech-Gigant Gockl baut riesigen Spannbogen aus Spinnenfasern um Raumschiffe ins All zu schießen.;;;Digital.Wirtschaft;Raumfahrt.Technik;;1;;;
543;27.6.2018;Ukraine: Rentnerin wird nach 3 Jahren aus defektem Fahrstuhl befreit und fühlt sich 12 Jahre jünger.;;;Ausland.Digital;Rentner;;1;;;
544;28.6.2018;Wall Street: Banker wird von 2-jährigem ausgeraubt und erstattet Anzeige gegen Kindergarten;;;Ausland.Unterhaltung;Schule;;1;;;
545;29.6.2018;Simbabwe: Elefant trampelt Safari-Bus nieder;;;Ausland.Unterhaltung.Gesellschaft;Tourismus;;1;;;
546;30.6.2018;Donald Trumps Enkeltochter gibt ihrem Neugeborenen Sohn den Namen: Barak Trump;;;Ausland.Unterhaltung.Promis;;Donald Trump;1;;;
547;1.7.2018;Hillary Clicktown verkleidet sich als Playmate und bewirbt sich als Sekretärin Im Weißen Haus;;;Ausland.Politik;;Hillary Clinton;1;;;
548;2.7.2018;Donald Dump schlägt beim Golf seinem Nebenmann die Eier ab und landet einen Birdy. Der Mann ist nun Eunuch;;;Ausland.Unterhaltung.Promis;;Donald Trump;1;;;
549;3.7.2018;China: Staatschef Shi XingXing lässt seinen Angestellten die Pimmel abschneiden weil er Eifersüchtig auf seine Frau ist;;;Ausland.Unterhaltung.Promis;Sexismus;;1;;;
550;4.7.2018;Zürich: Forscherteam entdeckt neue Fressfalle für Menschen - Melonen;;;;;;1;;;
551;5.7.2018;Panne: Autogigant Tomata vergisst in seinem neusten Modell den Rückwärtsgang einzubauen.;;;Ausland.Wirtschaft;Auto;;1;;;
552;6.7.2018;FurzWagen ruft 200.000 Autos zurück weil versehentlich auf den Beifahrersitz versehentlich serienmäßig ein Furzkissen eingebaut wurde. Eigentlich sollte dort ein Schleudersitz eingebaut werden der dummes Geschwätz von Ehefrauen reagiert.;;;Deutschland.Wirtschaft;Auto;;1;;;
553;7.7.2018;MCDödels stoppt den Verkauf des McDickens nachdem 100te Kunden jeden Morgen aufwachten um Kikeriki schrien. Das Unternehmen entschuldigte sich in Sozialen Netzwerken und wies daraufhin dass keine weiteren Verhaltensformeln in die Produkte eingearbeitet werden.;;;Ausland.Digital.Wirtschaft;;;1;;;
554;8.7.2018;Pole und Deutscher streiten sich an Deutsch-Polnischer Grenze seit 17 Jahren wegen 20cm Grundstück-Abschnitt;;;Gesellschaft;;;1;;;
555;9.7.2018;Südkorea: Teeniegruppe begeht Selbstmord nachdem Künstler ihre Likes in Sozialen Medien abgelehnt hat.;;;Ausland.Digital.Gesellschaft;;;1;;;
556;10.7.2018;England: Sovietischer Flugzeugträger taucht im Ärmelkanal wieder auf nachdem er vor 38 Jahren spurlos verschwunden war.;;;Ausland.Politik;Militär;;1;;;
557;11.7.2018;Spanien: Mann findet seine Frau zum Kotzen und muss sich wochenlang auf Klo einschließen;;;Unterhaltung.Männer;Eklig;;1;;;
558;12.7.2018;Indien: Firma erfindet Vagina-Bärenfalle damit Frauen nicht mehr vergewaltigt werden können.;;;Unterhaltung.Frauen;Sex;;1;;;
559;13.7.2018;Heiko Maas wird beim Auslandsbesuch mit indischer Dame verheiratet und weiß nichts davon;;;Unterhaltung.Politik.Promis;;Heiko Maas;1;;;
560;14.7.2018;Los Angeles: DiebesBande aus 2-jährigen knacken Gold-Tresorraum der Wall Street;;;Ausland.Unterhaltung.Gesellschaft;Polizei;;1;;;
561;15.7.2018;China: Gen-Firma züchtet Mini-Menschen mit 12cm Körpergröße;;;Ausland.Unterhaltung.Gesellschaft;Technik;;1;;;
562;16.7.2018;Till Schweißer führt stehts einen Schlagstock in seiner Unterhose mit aus Sicherheitsgründen gegen aufdringliche Damen;;;Unterhaltung.Promis;Sexismus;Till Schweiger;1;;;
563;17.7.2018;Korea: 11-jähriger spielt ohne Pause 94 Stunden PC-Spiel und fällt in Wachkoma;;;Ausland.Digital.Unterhaltung;;;1;;;
564;18.7.2018;Berlin: Politikerdummheit offiziell als chronische Krankheit anerkannt. Experten sind sich sicher dass bis zu 75% aller Politiker unter dieser Krankheit leiden.;;;Politik.Deutschland;Gesundheit;;1;;;
565;19.7.2018;Deutschland: Letzter Flughafen der Republik in Leipzig wird abgeschaltet wegen verzögerten Instandhaltungsmaßnahmen. Bürger sind nun auf Straßen und Gleise angewiesen. Die Grünen empfehlen aus ökologischen Gründen nur noch per Fahrrad oder zu Fuß zu gehen;;;Deutschland;Klimawandel;;1;;;
566;20.7.2018;USA: Schüler kleben sich aus Protest ihre Haare mit Kaugummi zusammen.;;;Ausland;Schule;;1;;;
567;21.7.2018;A10: Gaffer blockiert stundenlang die Autobahn. Die Polizei schafft es nicht um ihn herumzufahren. Per Megafon und Radiodurchsage wird der Gaffer gebeten 12cm weiter nach rechts zu rücken damit die Einsatzkräfte passieren können;;;Deutschland;Polizei;;1;;;
568;22.7.2018;Martin Schwulz feiert Comeback als Paketpacker bei Mode Kette Freimark;;;Unterhaltung.Politik.Promis.Wirtschaft;;Martin Schulz;1;;;
569;23.7.2018;Das Duell der SuperFrauen: Andrea Nahles gegen Anegrit Kamp-Karrenbauer. Dieses Duell ist stärker als jede Einschlaftablette;;;Unterhaltung.Politik.Promis;;Andrea Nahles;1;;;
570;24.7.2018;Armeniens neuer Ministerpräsident tritt nach 4 Stunden im Amt zurück nachdem seine Frau im Interview sagt dass er seine Wäsche am Morgen nicht zum Trocknen aufgehängt hatte.;;;Ausland.Politik.Unterhaltung;;;1;;;
571;25.7.2018;Hamburg: 32-jähriger Neubürger bestellt zum 57Mal über die Hotline 110 sein Mittagessen. Der lokale Polizeichef teilte mit dass beim 100Mal sich ein Streifenwagen auf den Weg machen wird um den Mann seine Pizza zuzustellen. Hamburgs Bürgermeister würdigte diesen Vorschlag als hervorragendes Beispiel einer gelungenen Integration und Völkerverständigung.;;;Deutschland.Gesellschaft;;;1;;;
572;26.7.2018;Nach 62 Jahren: Der rosarote Panther zieht sich das Fell aus und stellt fest dass er in Wirklichkeit grau ist und schmalhansküchenkätzchen ist.;;;Unterhaltung;Tiere;;1;;;
573;27.7.2018;Frau quasselt 17 Stunden ununterbrochen ihren Freund voll und bekommt Stimmbruch. Der Ehemann macht ihr danach einen Heiratsantrag.;;;Unterhaltung.Gesellschaft.Männer;;;1;;;
574;28.7.2018;Indien: Frau wird von Bewohnern ihres eigenen Dorfes verbannt weil sie ihrem neuen Ehemann keinen Mercedes zur Hochzeit kaufen konnte;;;Ausland.Gesellschaft;Sexismus;;1;;;
575;29.7.2018;Bundeswehr stellt neuen kostengünstigen Panzer aus Pappe vor und hofft auf einen Exportschlager.;;;;Militär.Bundeswehr;;1;;;
576;30.7.2018;Schlager Star Uschi Haarig lässt sich Rückenhaare entfernen und in den Intimbereich einpflanzen.;;;Unterhaltung.Männer;Sexismus.Eklig;;1;;;
577;31.7.2018;Celine Dingeldong heiratet Pakistanischen Großmufti und wird zur Gebährmaschine abkommandiert;;;Unterhaltung.Promis;Sexismus;;1;;;
578;1.8.2018;Neues Gerät von Techfirma Gockel saugt Dummheit aus Räumen ab;;;Digital.Wirtschaft;;;1;;;
579;2.8.2018;Nach 400 Jahren: In Spanien wird ein Grab entdeckt auf dem der Name Christopf Kloputzus eingraviert ist. Die Geschichte der Entdeckung Amerikas muss nun umgeschrieben werden.;;;Ausland. Unterhaltung.Wissen.Geschichte;;Christoph Kolumbus;1;;;
580;3.8.2018;Vietnam: Bauer wird von hinterhältigem Reiskorn erschlagen. Armee bombardiert seit dem Heutigen Morgen das Reisfeld aus dem das Reiskorn stammt;;;Ausland.Unterhaltung;Militär;;1;;;
581;4.8.2018;Nach Panne bei Showauftritt: Die Blueman-Group ist in Wirklichkeit nicht blau sondern betrunken;;;Unterhaltung;Medien;;1;;;
582;5.8.2018;Kazakhstan: Präsidentschaftskandidat lallt sich beim Interview einen ab und lässt sich ins Präsidentenamt wählen;;;Ausland.Politik;;;1;;;
583;6.8.2018;Spirelli bringt viereckigen Reifen auf den Markt;;;Wirtschaft;Auto;;1;;;
584;7.8.2018;Atlantik: Selbstfahrendes Containerschiff prallt mit Eisberg zusammen und sinkt. Die lernfähige Steuerungssoftware durchlief einen Belastungstest der Außenwand des Schiffes;;;Digital.Wirtschaft;KI;;1;;;
585;8.8.2018;Handelsfirma Klauhof bietet ab August Vagina-Massage an um neue Kunden anzulocken und aus den roten Zahlen zu kommen.;2019-07-12;;Wirtschaft.Unterhaltung.Männer;Sex;;1;;;
586;9.8.2018;Berlin: Ein als Donald Duck verkleideter Dieb klaut Schmuck im Wert von 700.000 Euro und flüchtet nach Entenhausen. Berliner Polizei hat dort keine Zugriffserlaubnis und muss den Dieb ziehen lassen;;;Berlin;Polizei;;1;;;
587;10.8.2018;Bäcker backt Brötchen aus Taubenkot den er jeden Morgen frisch vor seinem Laden vom Gehweg kratzt.;;;Deutschland.Gesellschaft;Eklig;;1;;;
588;11.8.2018;Startup-Firma erfindet Mehrweg-Kotzeimer und testet diesen auf Festivals;;;Unterhaltung.Wirtschaft;Eklig;;1;;;
589;12.8.2018;Hollywood-Star Rüssel Grau bricht sich beim Sex den Penis und meldet sich nach misslungener Operation 2 Wochen später als Eunuch zurück;;;Unterhaltung.Promis;Sex;;1;;;
590;13.8.2018;Berlin: 2 Demonstranten fordern mehr Rechte für Eunuchen;;;Berlin.Politik;Demonstration;;1;;;
591;14.8.2018;Stuttgart: Ein-Mann-Demo blockiert Innenstadt für 11 Stunden bei der sich der Demonstrant nackt auf die Kreuzung legt und sich mit Sekundenkleber an den Asphalt klebt;;;Deutschland.Politik;Demonstration;;1;;;
592;15.8.2018;Paris: Schüler wird von Karussell mitgeschleift und bekommt Drehwurm;;;Ausland.Unterhaltung.Gesellschaft;Schule;;1;;;
593;16.8.2018;New York: Heidi Bums sieht sich bei Modeshow selbst im Spiegel und bekommt Spontan-Durchfall;;;Unterhaltung.Promis;;Heidi Klum;1;;;
594;17.8.2018;London: Bundeskanzlerin Merkel erkennt sich bei Staatsbesuch in England selbst im Spiegel wieder und macht Notfalltermin beim Friseur der Queen aus;;;Unterhaltung.Promis;;Angela Merkel;1;;;
595;18.8.2018;Horst Saufhofer wird von kleinem grünen Männchen in seinem Kopf ferngesteuert;;;Unterhaltung.Promis;;Horst Seehofer;1;;;
596;19.8.2018;Jan-Kot-Junkers klagt über Spontan-Rektalentleerung während des Geschlechtsaktes;;;Politik;Eklig;;1;;;
597;20.8.2018;China: Bergbauunternehmen bohrt Tunnel durch den Erdkern nach Europa um die Seidenstraße wieder aufleben zu lassen.;;;Ausland.Politik.Wirtschaft.Wissen;Technik;;1;;;
598;21.8.2018;Fußball: Hohlbert Lewantoffi furzt beim Toreschießen und ist glücklich dabei;;;Sport.Fussball;;;1;;;
599;22.8.2018;Handelsstreit zwischen USA und China eskaliert. Chinesen weigern sich Sonnenbrillen, Zigarettenhalter und Klopapierbürsten aus den USA zu importieren. Die USA drohen hingegen damit keine Klosettbecken mehr aus China zu importieren;;;Ausland.Wirtschaft;;;1;;;
600;23.8.2018;Jubiläum: Tech-Gigant Fakebook durchleuchtet 1 Milliardsten User. Es ist ein 4 jähriger Inder der eine Ausbildung als Computerexperte in Schweden macht;;;Digital.Wirtschaft;Facebook;;1;;;
601;24.8.2018;Speerwerferin Henriette Handfest schleudert Speer einmal um die Erde und trifft sich selbst in den Po;;;Sport;;;1;;;
602;25.8.2018;Tschechien: Kabinettsmitglieder feiern nach erfolgreicher Regierungsbildung Drogen- und Sexparty im lokalen Schwulenclub und schwänzen erste Parlamentssitzung am nächsten Morgen;;;Ausland.Politik;Drogen.Sex;;1;;;
603;26.8.2018;Junges Ehepaar auf Bundesstraße 12 beim Schnellficken geblitzt;;;Deutschland.Unterhaltung;Sex;;1;;;
604;27.8.2018;GenderQueen Schluckwita Wurst von intelligentem Algorithmus als außerirdische Kackstelze enttarnt. Men in Black ermitteln wegen illegaler Einwanderung auf der Erde;;;Digital.Unterhaltung.Promis;KI;Conchita Wurst;1;;;
605;28.8.2018;Hollywood-Star Brust WillEs kommt in Wirklichkeit vom Planeten Kahlschlag;;;Unterhaltung.Promis;;;1;;;
606;29.8.2018;F1 Weltmeister Sebastian Kittel gibt alle 4 Weltmeistertitel zurück nachdem Gridgirls von der Formel1 ausgeschlossen worden sind;;;Sport.Formel1.Unterhaltung.Promis;;;1;;;
607;30.8.2018;TV-Koch Tim Salzer trauert seiner verstorbenen Fruchtfliege nach;;;Unterhaltung.Promis;TV;;1;;;
608;31.8.2018;Niederländischer Regisseur Paul Verhopfen dreht neuen Film über die Evolution Bieres;;;Unterhaltung.Promis;Bier.Film;;1;;;
609;1.9.2018;Deutscher Tourist in Japan für 6 Tage in Quarantäne gesteckt weil er vor der Einreise zu viel Sauerkohl gegessen hat;;;Ausland.Unterhaltung;Tourismus;;1;;;
610;2.9.2018;Frankreich: Ex-Präsident Sarkotzi wird auf die Insel Elba verbannt;;;Ausland.Politik;;;1;;;
611;3.9.2018;Berlin: Polizei kündigt hartes Vorgehen gegen hinterhältige Rot-Geher-Bande an. Fußgängerverband spricht von Hexenjagd.;;;Berlin.Politik;Polizei;;1;;;
612;4.9.2018;Sylt: Diebe brechen in Kindergärten ein uns stehlen vergoldete Designerwindeln;;;Deutschland.Politik;Polizei;;1;;;
613;5.9.2018;Politisch Korrekt? Statue in Fulda abgerissen weil auf ihr das Wort Deutschland in Großbuchstaben drauf steht;;;Deutschland.Politik;;;1;;;
614;6.9.2018;Sport: Disziplin Sackhüpfen wird erstmals Olympisch. In Bremen wird dazu eigens ein Förderzentrum eingerichtet in dem Sportler ihre Säcke trainieren können;;;Sport;;;1;;;
615;7.9.2018;Japanische Firma MunzuMushi bietet neuerdings Mehrweg-Penis mit Einspritzfunktion zur Samenbefruchtung an;;;Ausland.Gesellschaft;Sex;;1;;;
616;8.9.2018;Russland: Aus Protest gegen Homophobie bilden 17.000 Demonstranten Analkette auf Stadtautobahn;;;Ausland.Politik;Demonstration.Sexismus;;1;;;
617;9.9.2018;HongKong: Mr. Wong heiratet Mrs. Wang im ersten Stock eines Schnellrestaurants;;;Ausland.Gesellschaft;;;1;;;
618;10.9.2018;Hersteller Busch verkauft neuerdings Hochsicherheits-Stahltüren weil Einbruchstatistik nach oben schnellt;;;Deutschland.Wirtschaft;Technik;;1;;;
619;11.9.2018;Brandenburg: Nachbar überfällt seinen Nachbarn beim Monopoly-Spiel und klaut 70.000 Monopoly-Dollar;;;Deutschland.Gesellschaft;;;1;;;
620;12.9.2018;Bremer Paket-Stinkbomber in seinem Haus verhaftet nachdem er 368 Stinkbomben Deutschlandweit verschickt hatte;;;Deutschland.Gesellschaft;;;1;;;
